Letter_n,n,max_n,Letter_n+1,Freq
जा,2,5,भ,1
भ,3,5,इ,1
जा,2,4,रा,2
जा,2,4,वा,1
रा,1,2,जी,1
रा,1,4,जी,2
जी,2,4,ना,2
रा,1,3,जी,1
रा,1,5,जे,1
जे,2,5,श्,1
रा,1,8,जे,1
जे,2,8,सु,1
सु,3,8,ल्,1
ल्,4,8,ता,1
ता,5,8,न,1
न,6,8,पु,1
पु,7,8,र,1
रा,1,3,ज्,2
ज्,2,3,य,3
रा,1,8,ज्,1
ज्,2,8,य,1
य,3,8,क,2
क,4,8,र्,3
र्,5,8,म,3
म,6,8,चा,2
चा,7,8,री,2
रा,1,6,ज्,9
ज्,2,6,य,8
रा,1,5,ज्,8
य,3,5,भ,1
रा,1,7,ज्,6
ज्,2,7,य,6
य,3,7,मं,2
मं,4,7,त्,2
य,3,7,ल,1
ल,4,7,क्,1
ष्,6,7,मी,1
व्,4,6,या,3
या,5,6,पी,3
पी,6,6,-,5
य,3,5,स,1
ज्,2,5,या,1
ज्,2,6,या,1
या,3,6,भि,1
ज्,2,3,यों,1
रा,1,2,त,1
रा,1,4,त,2
त,2,4,दि,1
त,2,4,भ,1
रा,1,2,तें,1
रा,1,2,तों,1
रा,1,4,तों,1
तों,2,4,रा,1
रा,1,4,तो,1
तो,2,4,रा,1
रा,1,3,त्,3
त्,2,3,रि,1
रि,3,3,-,1
रा,1,6,त्,1
रि,3,6,का,1
रा,1,5,त्,1
रि,3,5,भो,1
रा,1,5,धा,1
धा,2,5,कृ,1
रा,1,2,ना,1
रा,1,3,नि,1
रा,1,2,नी,1
रा,1,4,नी,1
नी,2,4,खे,1
खे,3,4,त,1
रा,1,3,फ्,1
फ्,2,3,ट,2
रा,1,3,बि,1
रा,1,3,ब्,1
ब्,2,3,ता,1
रा,1,2,म,1
रा,1,5,म,32
म,2,5,अ,1
अ,3,5,धी,1
धी,4,5,न,4
आ,3,5,धा,1
म,2,5,उ,2
उ,3,5,चि,1
रा,1,4,म,16
क,3,4,था,4
म,2,4,गं,1
म,2,4,ग,1
म,2,5,चं,1
रा,1,6,म,5
म,2,6,च,1
च,3,6,रि,2
रि,4,6,त्,2
म,2,5,ज,1
रा,1,8,म,3
म,2,8,ज,2
ज,3,8,न्,2
न्,4,8,मो,2
मो,5,8,त्,2
त्,6,8,स,2
स,7,8,व,2
म,2,5,ज्,1
म,2,4,झू,1
झू,3,4,ला,1
म,2,4,थ,1
थ,3,4,ली,1
म,2,6,द,1
म,2,5,दा,2
दा,3,5,सि,2
म,2,5,दु,2
दु,3,5,ला,2
ला,4,5,री,1
ला,4,5,रे,1
म,2,4,दू,2
म,2,5,ध्,1
म,2,4,नं,1
म,2,5,नं,1
म,2,6,न,3
न,3,6,रा,1
म,2,6,नि,1
नि,3,6,रं,1
रा,1,7,म,2
म,2,7,प,1
प,3,7,री,1
म,2,5,पु,1
म,2,4,बो,1
म,2,5,भ,5
भ,3,5,ज,2
भ,3,5,द्,2
भ,3,5,रो,1
रो,4,5,सी,1
म,2,5,मं,1
म,2,5,म,1
म,3,5,ग,1
म,2,5,रा,2
ल,3,5,ख,1
ख,4,5,न,1
ली,3,5,ला,1
म,2,5,व,2
म,2,4,व,1
वा,3,5,टि,2
म,2,5,वि,2
वि,3,5,शा,1
शा,4,5,ल,1
म,2,5,वृ,1
वृ,3,5,क्,2
म,2,5,व्,1
म,2,6,शि,1
शि,3,6,रो,1
रो,4,6,म,1
म,2,4,शि,1
म,2,4,शो,1
शो,3,4,भा,1
म,2,5,सिं,2
सिं,3,5,गा,2
रा,1,2,मा,1
रा,1,2,मां,1
मां,2,2,-,1
रा,1,4,मा,5
मा,2,4,नं,1
रा,1,6,मा,1
मा,2,6,नु,2
नु,3,6,ग्,1
मा,2,4,नु,1
नु,3,4,ज,1
रा,1,5,मा,2
मा,2,5,श्,1
रा,1,6,मे,1
मे,2,6,श्,1
श्,3,6,व,1
रा,1,2,य,1
रा,1,3,य,1
य,2,3,ता,1
रा,1,4,य,1
य,2,4,फ,1
फ,3,4,लों,2
रा,1,5,य,1
य,2,5,फ,1
फ,3,5,ल्,1
रा,1,6,श,3
र्,5,6,डों,1
डों,6,6,-,1
रा,1,2,शि,1
रा,1,3,शि,2
रा,1,2,शी,1
रा,1,4,ष्,3
ष्,2,4,टी,1
टी,3,4,य,1
ष्,2,4,ट्,2
ट्,3,4,र,1
रा,1,6,ष्,14
ट्,3,6,र,13
क,5,6,वि,1
वि,6,6,-,1
र,4,6,गा,1
गा,5,6,न,2
र,4,6,गी,1
गी,5,6,त,1
रा,1,7,ष्,15
ष्,2,7,ट्,15
ट्,3,7,र,14
र,4,7,गौ,1
गौ,5,7,र,1
र,6,7,व,1
र,4,7,द्,2
द्,5,7,रो,2
रो,6,7,ही,1
ध,5,7,र्,1
र्,6,7,म,3
र,4,7,ध्,1
ध्,5,7,व,1
व,6,7,ज,1
ज,7,7,-,2
रा,1,8,ष्,6
ष्,2,8,ट्,6
ट्,3,8,र,2
र,4,8,नि,1
र्,6,8,मा,1
मा,7,8,ण,1
र,4,6,प,1
र,4,6,पि,1
पि,5,6,ता,1
र,4,7,भ,3
भ,5,7,क्,3
क्,6,7,तों,2
भा,5,6,षा,1
र,4,7,मं,2
मं,5,7,ड,2
र,4,6,मा,1
मा,5,6,ता,1
र,4,7,वं,1
वं,5,7,द,1
द,6,7,ना,1
र,4,7,वि,1
वि,5,7,रो,1
रो,6,7,धी,1
र,4,7,व्,1
व्,5,7,या,2
या,6,7,पी,2
पी,7,7,-,2
र,4,6,सं,1
सं,5,6,घ,1
घ,6,6,-,1
र,4,6,से,1
से,5,6,वा,1
र,4,7,स्,1
र,4,8,स्,1
ट्,3,8,रा,2
क्,7,8,षों,1
षों,8,8,-,1
रा,1,5,ष्,1
ष्,2,5,ट्,1
ट्,3,5,री,1
री,4,8,य,2
य,5,8,क,3
ट्,3,7,री,1
ट्,3,6,री,1
य,5,8,स्,1
स्,6,8,त,1
त,7,8,र,1
रा,1,2,स,1
रा,1,3,स,1
रा,1,4,स,1
स,2,4,ली,1
रा,1,5,सा,1
रा,1,3,सु,1
सु,2,3,का,1
रा,1,5,से,1
से,2,5,श्,1
रा,1,3,स्,4
रा,1,2,ह,1
रा,1,4,ह,4
ह,2,4,गी,3
गी,3,4,रों,1
रा,1,3,ह,1
रा,1,2,ही,2
रा,1,2,हू,1
रा,1,2,हे,1
रा,1,2,हों,1
-,0,4,रि,35
रि,1,4,क,1
क,2,4,व,1
-,0,2,रि,8
रि,1,2,की,1
रि,1,4,कॉ,1
कॉ,2,4,र्,1
रि,1,4,क्,5
-,0,3,रि,24
रि,1,3,क्,4
क्,2,4,त,1
क्,2,4,शा,1
शा,3,4,ओं,1
-,0,6,रि,8
रि,1,6,क्,2
क्,2,6,शा,2
शा,3,6,चा,2
ल,5,6,कों,2
रि,1,4,चा,1
रि,1,4,ज,1
रि,1,4,जे,1
जे,2,4,क्,1
-,0,5,रि,15
रि,1,5,जे,1
रि,1,2,झा,1
रि,1,3,झा,4
झा,2,3,ते,3
रि,1,2,ति,1
रि,1,2,तू,1
तू,2,2,-,3
रि,1,3,द्,1
द्,2,3,धी,2
रि,1,5,न्,1
न्,2,5,यु,1
यु,3,5,अ,1
अ,4,5,ल,1
रि,1,2,पु,1
पु,2,2,-,1
रि,1,4,पुं,1
पुं,2,4,ज,1
रि,1,5,पु,1
पु,2,5,द,2
रि,1,2,पू,1
रि,1,5,पू,1
पू,2,5,द,1
रि,1,4,पेा,1
पेा,2,4,र्,1
रि,1,3,फं,1
फं,2,3,ड,1
रि,1,4,फ,1
फ,2,4,लिं,1
रि,1,4,फा,2
फा,2,4,इं,1
इं,3,4,ड,1
फा,2,4,क,2
रि,1,4,म,1
म,2,4,झि,2
झि,3,4,म,1
रि,1,4,य,1
ल,3,4,टी,1
रि,1,3,या,2
रि,1,4,या,7
या,2,4,य,4
या,2,4,स,4
स,3,4,तों,2
रि,1,4,लां,1
लां,2,4,य,1
य,3,4,स,3
रि,1,4,ली,1
ली,2,4,व,1
रि,1,4,व,1
रि,1,3,वा,2
वा,2,3,जों,2
रि,1,3,व्,1
व्,2,3,यू,1
रि,1,3,श्,3
श्,2,3,ते,2
रि,1,5,श्,3
रि,1,6,श्,6
श्,2,6,ते,2
ते,3,6,दा,2
रि,1,4,श्,2
त,4,6,खो,4
खो,5,6,र,2
रि,1,2,स,1
रि,1,4,स,1
रि,1,3,स,2
रि,1,5,सा,1
सा,2,5,इ,2
इ,3,5,कि,1
रि,1,3,सौ,1
सौ,2,3,रा,1
रि,1,2,हा,1
रि,1,4,हा,4
हा,2,4,इ,2
इ,3,4,शी,1
रि,1,3,हा,1
-,0,2,री,11
री,1,2,च,1
री,1,2,ठा,1
-,0,3,री,4
री,1,3,ड,1
-,0,4,री,2
री,1,4,ड,1
ड,2,4,र्,1
री,1,2,ढ,2
री,1,2,ढ़,1
री,1,2,त,1
-,0,5,री,1
री,1,5,ति,1
रि,3,5,वा,2
री,1,2,ती,1
री,1,3,ते,1
ते,2,3,श,1
री,1,3,प,1
री,1,2,ल,1
-,0,2,रुं,2
रुं,1,2,ध,1
रुं,1,2,धे,1
-,0,2,रु,15
रु,1,2,ई,1
रु,1,2,क,2
-,0,4,रु,26
रु,1,4,क,9
-,0,3,रु,43
रु,1,3,क,8
क,2,3,तीं,2
-,0,5,रु,3
रु,1,5,क,1
क,2,5,वा,1
रु,1,2,का,1
रु,1,4,का,3
व,3,4,टों,1
रु,1,2,कीं,1
रु,1,2,के,1
रु,1,2,कें,1
रु,1,3,कें,2
कें,2,3,गी,2
रु,1,3,के,2
रु,1,4,क्,1
क्,2,4,म,1
रु,1,4,ख,3
ख,2,4,स,2
ख,2,4,सा,1
रु,1,2,खी,1
रु,1,4,ख्,1
ख्,2,4,स,1
रु,1,2,चि,1
चि,2,2,-,3
रु,1,4,चि,1
चि,2,4,क,2
रु,1,5,चि,1
चि,2,5,पू,1
रु,1,3,चि,2
चि,2,3,र,1
रु,1,3,झा,2
झा,2,3,न,2
रु,1,2,ठे,1
रु,1,4,ढि़,1
ढि़,2,4,वा,3
रु,1,3,त,2
त,2,3,बा,1
रु,1,3,द,1
रु,1,4,दा,1
रु,1,3,दौ,1
दौ,2,3,ली,1
रु,1,3,द्,1
-,0,6,रु,3
रु,1,6,द्,2
र,3,6,न,1
-,0,7,रु,1
रु,1,7,द्,1
र,5,7,ता,2
ता,6,7,प,2
रु,1,4,द्,1
द्,2,4,रां,1
रु,1,5,द्,1
रु,1,2,प,1
रु,1,3,प,7
प,2,3,ए,2
प,2,3,य,1
प,2,3,ये,2
प,2,3,यों,2
रु,1,4,प,2
ह,3,4,ले,2
रु,1,3,पा,1
रु,1,3,पे,1
रु,1,3,पै,1
पै,2,3,या,1
रु,1,2,पों,1
रु,1,3,ब,2
ब,2,3,रु,1
रु,1,3,मा,2
मा,2,3,ली,2
रु,1,4,ला,1
रु,1,3,ला,4
रु,1,3,ष्,1
रु,1,3,स,1
रु,1,4,स,1
रु,1,4,स्,1
रु,1,3,हा,1
रु,1,2,ही,1
रु,1,6,हे,1
हे,2,6,ल,1
ल,3,6,ख,3
ख,4,6,ण्,2
-,0,2,रूं,1
रूं,1,2,धे,1
-,0,2,रू,25
रू,1,2,ई,1
रू,1,2,क,1
-,0,4,रू,19
रू,1,4,क,4
-,0,3,रू,33
रू,1,3,क,5
रू,1,2,का,1
रू,1,4,का,1
रू,1,2,के,1
रू,1,3,के,2
रू,1,2,ख,1
रू,1,2,खी,1
रू,1,2,खे,1
रू,1,4,खै,1
खै,2,4,या,1
या,3,4,र,3
रू,1,4,चि,1
रू,1,3,चि,1
चि,2,3,ता,2
रू,1,2,ची,1
रू,1,3,झा,1
रू,1,2,टों,1
रू,1,4,ठ,1
रू,1,3,ठ,1
रू,1,2,ठा,1
रू,1,2,ठी,1
रू,1,2,ठों,1
रू,1,3,ढि़,2
-,0,5,रू,4
रू,1,5,ढि़,1
ढि़,2,5,वा,1
दि,4,5,ता,2
रू,1,4,ढि़,2
रू,1,3,द,1
-,0,6,रू,1
रू,1,6,द्,1
द्,2,6,रा,3
रा,3,6,भि,2
रू,1,3,धौ,1
धौ,2,3,ली,1
रू,1,2,प,1
रू,1,3,प,8
रू,1,4,प,6
प,2,4,कुं,2
प,2,4,पु,1
प,2,3,यें,1
प,2,4,रे,2
रे,3,4,खा,2
प,2,3,सा,1
रू,1,4,पां,1
पां,2,4,त,1
रू,1,5,पां,2
पां,2,5,त,2
रू,1,3,पा,1
रू,1,2,पी,1
रू,1,2,पे,1
रू,1,3,पे,1
पे,2,3,ण,1
रू,1,2,पों,1
रू,1,3,बी,1
रू,1,3,मा,4
रू,1,2,ला,1
रू,1,3,ला,1
रू,1,2,सी,1
रू,1,4,स्,1
रू,1,2,ह,1
रू,1,3,हा,1
-,0,3,रें,5
रें,1,3,ग,5
-,0,2,रें,2
रें,1,2,गी,1
रें,1,2,गे,1
-,0,2,रे,13
रे,1,2,खा,1
-,0,4,रे,21
रे,1,4,खां,2
खां,2,4,क,2
खां,2,4,कि,1
-,0,3,रे,10
रे,1,3,खा,1
खा,2,3,ओं,3
-,0,5,रे,22
रे,1,5,गि,1
गि,2,5,स्,1
ता,4,5,न,3
रे,1,5,गू,1
गू,2,5,ले,1
ले,3,5,ट,3
रे,1,4,ज,1
ज,2,4,गा,3
रे,1,3,ज,1
रे,1,4,जि,1
जि,2,4,डे,1
डे,3,4,ट,2
रे,1,4,जी,1
जी,2,4,डे,1
रे,1,2,ट,1
रे,1,4,डि,3
डि,2,4,मे,1
मे,3,4,ड,2
रे,1,3,डि,1
डि,2,3,यो,2
-,0,7,रे,5
रे,1,7,डि,4
डि,2,7,यो,5
यो,3,7,ए,1
ए,4,7,क्,1
क्,5,7,टि,1
टि,6,7,व,2
यो,3,7,ग्,2
ग्,4,7,रा,2
रा,5,7,फ,2
फ,6,7,र,2
यो,3,7,लो,1
लो,4,7,जि,1
रे,1,4,डी,1
डी,2,4,मे,1
रे,1,3,णू,1
णू,2,3,का,1
रे,1,2,त,1
रे,1,2,ती,1
रे,1,4,न,1
न,2,4,को,2
रे,1,2,प,1
रे,1,3,फ,1
रे,1,2,ल,1
-,0,6,रे,3
रे,1,6,ल,3
रे,1,4,ल,6
ल,2,4,खं,2
रे,1,5,ल,14
गा,3,5,डि़,1
ल,2,5,ला,1
ल,2,6,वे,1
वे,3,6,क,1
रे,1,2,लों,1
रे,1,3,व,1
व,2,3,ड़ी,1
रे,1,3,वा,1
वा,2,3,ड़ी,1
रे,1,3,श,2
रे,1,2,शा,1
रे,1,2,शे,1
रे,1,2,स,1
रे,1,4,स,1
रे,1,5,स्,3
स्,2,5,टो,2
टो,3,5,रें,2
रें,4,5,ट,1
रे,1,4,स्,2
त,3,4,रां,1
रां,4,4,-,2
त्,3,4,रां,1
रे,1,3,ह,1
ह,2,3,ड़ी,1
रे,1,2,हू,1
रे,1,4,ह,1
ह,2,4,ड़ि,1
रे,1,2,ड़ी,1
-,0,2,रैं,1
रैं,1,2,प,1
-,0,3,रै,5
रै,1,3,के,1
-,0,2,रै,2
रै,1,2,न,1
रै,1,3,बी,1
रै,1,3,लि,2
रै,1,2,ली,1
-,0,2,रो,37
रो,1,2,ई,1
रो,1,2,एं,1
रो,1,2,क,1
-,0,4,रो,17
रो,1,4,क,3
क,2,4,टो,1
टो,3,4,क,1
-,0,3,रो,40
रो,1,3,क,8
क,2,4,था,1
था,3,4,म,1
रो,1,2,का,1
रो,1,2,की,1
रो,1,2,के,1
रो,1,3,कें,1
रो,1,3,के,2
रो,1,2,को,1
रो,1,2,ग,1
-,0,6,रो,2
रो,1,6,ग,1
ग,2,6,ग्,1
-,0,5,रो,10
रो,1,5,ग,1
ग,2,5,मु,1
रो,1,3,गा,1
गा,2,3,णु,1
रो,1,3,गि,2
गि,2,3,यो,1
रो,1,2,गी,1
रो,1,2,गों,1
रो,1,3,च,1
रो,1,4,च,1
-,0,7,रो,2
रो,1,7,ज,1
ज,2,7,गा,1
गा,3,7,रो,1
रो,4,7,न्,1
न्,5,7,मु,1
मु,6,7,ख,1
ख,7,7,-,1
रो,1,4,ज,3
रो,1,5,ज,3
ना,3,5,म,1
म,4,5,चे,1
चे,5,5,-,2
र्,4,5,रा,1
रो,1,2,जा,1
रो,1,3,जा,1
रो,1,2,जी,1
रो,1,2,जे,1
रो,1,4,जे,1
रो,1,3,ट,1
रो,1,3,टि,2
रो,1,2,ड,1
रो,1,2,ड़ा,1
रो,1,2,ड़ी,2
रो,1,2,ड़े,1
रो,1,3,डि़,2
रो,1,2,ता,1
रो,1,2,ती,1
रो,1,2,ते,1
रो,1,3,ध,1
रो,1,2,ना,1
रो,1,2,ने,1
रो,1,3,प,5
प,2,3,णी,1
रो,1,2,पा,1
रो,1,3,पा,1
रो,1,3,पि,1
रो,1,3,बो,1
बो,2,3,ट,1
रो,1,3,मां,2
मां,2,3,च,1
रो,1,4,मां,3
मां,2,4,च,1
रो,1,5,मां,1
मां,2,5,च,1
च,3,5,का,1
मां,2,4,चि,1
रो,1,2,या,1
रो,1,5,ल,1
ल,2,5,नं,1
नं,3,5,ब,1
रो,1,3,श,2
रो,1,4,श,1
श,2,4,ना,1
रो,1,5,ष,1
रो,1,6,ष,1
ष,2,6,स्,1
रो,1,3,ह,1
रो,1,3,हि,2
रो,1,3,हे,1
रो,1,2,ड़,1
रो,1,2,ड़ा,1
रो,1,3,ड़ि,1
रो,1,2,ड़े,1
रो,1,4,ड़े,1
ड़े,2,4,बा,1
रो,1,2,ड़ों,1
-,0,2,रौं,4
रौं,1,2,द,1
-,0,4,रौं,1
रौं,1,4,द,1
-,0,3,रौं,5
रौं,1,3,द,4
द,2,3,ती,1
रौं,1,2,दा,1
रौं,1,2,दी,1
रौं,1,2,दे,1
-,0,3,रौ,5
रौ,1,3,ण,1
ण,2,3,की,1
रौ,1,3,ता,1
रौ,1,3,द्,1
रौ,1,3,न,1
-,0,4,रौ,2
रौ,1,4,न,2
-,0,2,रौ,2
रौ,1,2,ब,1
रौ,1,3,श,1
रौ,1,2,ड़ी,1
-,0,3,र्,1
र्,1,3,इं,1
इं,2,3,ट,1
-,0,5,र्,1
र्,1,5,नि,1
नि,2,5,वि,1
-,0,4,लं,4
लं,1,4,का,2
का,2,4,प,2
-,0,3,लं,12
लं,1,3,ग,6
लं,1,3,गू,2
गू,2,3,रों,1
लं,1,3,गो,1
गो,2,3,ट,1
लं,1,3,ढौ,1
ढौ,2,3,रा,1
-,0,5,लं,1
लं,1,5,ब,1
-,0,2,लं,4
लं,1,2,बा,1
लं,1,3,बा,1
लं,1,3,बि,1
बि,2,3,त,2
लं,1,2,बी,1
लं,1,4,बी,1
बी,2,4,कू,1
लं,1,2,बू,1
लं,1,2,बे,1
-,0,3,ल,170
ल,1,3,क,6
-,0,4,ल,110
ल,1,4,क,4
-,0,7,ल,6
ल,1,7,क,1
क,2,7,वा,1
वा,3,7,ग्,1
क,2,3,वे,2
ल,1,3,कि,1
कि,2,3,न,2
ल,1,3,की,4
की,2,3,रें,1
ल,1,4,क्,11
ल,1,3,क्,1
-,0,5,ल,45
ल,1,5,क्,2
ष,3,4,न,1
ष,3,4,मी,1
षि,3,4,ता,1
क्,2,5,ष्,2
ष्,3,5,म,2
ल,1,7,क्,2
क्,2,7,ष्,2
ष्,3,7,म,2
म,4,7,ण,1
ण,5,7,झू,1
झू,6,7,ला,1
ला,7,7,-,1
-,0,8,ल,1
ल,1,8,क्,1
क्,2,8,ष्,1
ष्,3,8,म,1
म,4,8,णा,1
णा,5,8,चा,1
चा,6,8,र्,2
र्,7,8,य,2
ष्,3,4,मी,1
-,0,6,ल,8
ल,1,6,क्,1
क्,2,6,ष्,3
ष्,3,6,मी,1
मी,4,6,प,1
ष्,3,7,य,1
ल,1,6,क,3
ड़,3,6,क,1
क,4,6,ट्,1
ट्,5,6,टों,1
टों,6,6,-,2
ड़,3,6,ब,2
ब,4,6,ग्,2
ग्,5,6,घे,1
घे,6,6,-,1
ल,1,5,क,2
ड़,3,5,हा,2
हा,4,5,रे,1
हा,4,5,रों,2
ल,1,6,ख,1
ख,2,6,न,1
न,3,6,प,1
ल,1,4,ख,3
ख,2,4,प,3
ल,1,5,ख,1
ख,2,5,विं,1
विं,3,5,द,1
ल,1,3,खे,2
ल,1,4,ग,15
ल,1,3,ग,9
ल,1,5,ग,7
ल,1,6,ग,1
न,3,6,शी,3
ग,2,5,ने,2
भ,3,4,ग,1
ल,1,2,गा,1
ल,1,4,गा,13
ल,1,3,गा,21
गा,2,4,ऊं,1
गा,2,4,का,1
गा,2,4,ता,1
ल,1,5,गा,2
गा,2,5,ने,2
गा,2,3,य,2
गा,2,3,यें,1
गा,2,4,यें,1
गा,2,4,ये,2
गा,2,3,व,1
गा,2,3,वें,1
ल,1,2,गी,1
ल,1,2,गीं,1
ल,1,3,गु,1
ल,1,2,गे,1
ल,1,2,गें,1
ल,1,3,गें,2
गें,2,3,गी,2
ल,1,3,गे,2
ल,1,3,ग्,2
ल,1,7,घु,3
घु,2,7,उ,1
उ,3,7,त्,1
त्,4,7,त,3
ल,1,4,घु,2
घु,2,4,क,1
ल,1,5,घु,1
घु,2,5,ना,1
ना,3,5,टि,1
घु,2,7,स,2
स,3,7,चि,2
चि,4,7,वा,2
वा,5,7,ल,2
ल,1,3,च,2
च,2,3,का,1
ल,1,3,ची,3
ची,2,3,ला,1
ल,1,5,ची,1
ची,2,5,ला,1
ची,2,3,ली,1
ची,2,3,ले,1
ल,1,3,च्,1
ल,1,5,च्,1
च्,2,5,छे,3
छे,3,5,दा,1
ल,1,3,जी,1
ल,1,3,ज्,1
ल,1,4,ज्,1
ल,1,3,ट,4
ल,1,5,ट,2
ल,1,4,ट,12
का,3,4,ई,3
ल,1,5,ट्,1
ट्,2,5,ठ,1
ठ,3,5,मा,1
ल,1,3,ट्,1
ल,1,3,ठि,2
ल,1,4,ड,2
ड,2,4,कि,2
ल,1,3,ड,4
ड,2,3,कों,3
ल,1,2,ड़,1
ल,1,3,ड़,10
ल,1,4,ड़,4
ड़,2,3,कों,2
ल,1,3,ड़ा,3
ल,1,2,ड़ी,1
ल,1,2,ड़े,1
ल,1,2,ड़ें,1
ल,1,3,ड़ें,1
ल,1,3,ड़े,2
ल,1,3,डूं,1
ल,1,2,डे़,1
ल,1,3,डे़ं,1
ल,1,3,डे़,2
ल,1,4,ड्,1
ड्,2,4,डु,1
डु,3,4,ओं,1
ल,1,3,ड्,1
ड्,2,3,डू,1
डू,3,3,-,1
ल,1,4,त,1
त,2,4,प,2
ल,1,2,ता,1
ल,1,3,ता,2
ता,2,3,ड़ा,1
ल,1,4,ता,1
ता,2,4,फ,1
ल,1,3,ति,1
ल,1,5,ती,1
ती,2,5,फ,1
फ,3,5,शा,1
ल,1,3,ती,1
ती,2,3,फी,1
ल,1,4,थ,1
थ,2,4,प,1
ल,1,4,द,1
ल,1,3,द,2
ल,1,5,द,1
ल,1,2,दा,1
ल,1,3,दा,2
दा,2,3,ना,1
ल,1,2,दी,1
ल,1,2,दे,1
ल,1,5,ना,1
ना,2,5,मि,1
मि,3,5,वि,1
वि,4,5,वि,1
ल,1,3,प,7
ल,1,4,प,1
प,2,3,टें,2
टें,3,3,-,7
प,2,3,टों,1
ल,1,3,पे,4
ल,1,5,पे,1
पे,2,5,ट,1
ल,1,4,पे,1
पे,2,4,ट,1
पे,2,3,टा,1
पे,2,3,टे,2
ल,1,3,फं,2
फं,2,3,गे,1
फं,2,3,गों,1
ल,1,3,फ्,3
फ्,2,3,ज,2
फ्,2,3,जों,1
ल,1,3,फ,2
ल,1,3,ब्,1
ब्,2,3,ध,1
ल,1,3,म्,6
ल,1,4,म्,2
बा,3,4,ई,1
म्,2,4,बि,1
म्,2,3,बी,1
ल,1,5,म्,1
म्,2,5,बो,3
बो,3,5,द,1
म्,2,3,हा,1
म्,2,3,हे,1
ल,1,5,य,1
य,2,5,ब,1
ल,1,3,ल,2
ल,2,3,ई,2
ल,1,4,ल,2
ल,1,5,ल,2
ल,1,3,ला,1
ला,2,3,ट,1
ल,1,3,ल्,1
ल,1,4,व,2
व,2,4,णी,1
ल,1,3,वा,1
ल,1,3,वि,1
वि,2,3,शा,1
ल,1,4,श्,2
श्,2,4,क,2
क,3,4,रे,1
ल,1,3,स्,1
ल,1,3,हं,2
ल,1,3,ह,7
ह,2,3,जे,1
ल,1,4,ह,13
ल,1,5,ह,9
ल,3,4,हा,1
ल,1,6,ह,1
हा,4,6,ए,1
हा,4,5,ती,1
हा,4,5,ने,1
ह,2,4,सु,1
ल,1,3,हा,1
ल,1,5,हु,2
हु,2,5,लु,1
लु,3,5,हा,2
हु,2,5,लू,1
लू,3,5,हा,1
ल,1,5,हू,1
हू,2,5,लु,1
-,0,2,लां,4
लां,1,2,ग,1
-,0,4,लां,2
लां,1,4,गु,1
गु,2,4,रि,1
लां,1,2,घ,1
लां,1,4,घ,1
घ,2,4,क,2
-,0,3,लां,3
लां,1,3,घ,2
घ,2,3,ने,2
लां,1,2,घा,1
लां,1,2,घी,1
लां,1,3,छ,1
छ,2,3,न,1
-,0,5,लां,1
लां,1,5,स,1
स,2,5,ना,3
-,0,3,ला,45
ला,1,3,इ,3
इ,2,3,न,1
-,0,5,ला,21
ला,1,5,इ,5
इ,2,5,न,3
न,3,5,मे,1
मै,4,5,नों,3
इ,2,3,नें,1
-,0,6,ला,7
ला,1,6,इ,3
फ,3,6,ला,1
-,0,4,ला,33
ला,1,4,इ,2
इ,2,4,ला,1
ला,3,4,ज,2
इ,2,4,सें,1
सें,3,4,स,3
-,0,7,ला,5
ला,1,7,इ,2
इ,2,7,सें,2
सें,3,7,स,2
स,4,7,धा,2
इ,2,6,सें,2
सें,3,6,स,2
स,4,6,धा,1
-,0,2,ला,41
ला,1,2,ई,1
ला,1,2,ईं,1
ला,1,3,ई,5
ई,2,3,टें,1
ई,2,3,न,2
ला,1,5,ई,1
ई,2,5,न,1
ई,2,3,नें,1
ई,2,3,नों,1
ला,1,4,ई,1
ई,2,4,सें,1
ला,1,3,उ,1
उ,2,3,ड,1
ला,1,7,उ,1
उ,2,7,ड,1
ड,3,7,स्,2
स्,4,7,पी,1
पी,5,7,क,1
क,6,7,रों,1
ला,1,3,ऊं,1
ला,1,2,ए,1
ला,1,3,एं,2
ला,1,3,ए,2
ला,1,2,ओ,1
ला,1,3,ओ,1
ला,1,3,क,1
ला,1,2,ख,1
ला,1,2,खो,1
ला,1,2,खों,1
ला,1,3,ग,1
ला,1,2,गा,2
ला,1,2,गी,1
ला,1,2,गू,1
ला,1,3,चा,3
ला,1,4,चा,1
चा,2,4,र,5
र,3,4,गी,2
चा,2,3,रों,2
ला,1,2,ज,1
ला,1,4,ज,1
वा,3,4,ब,1
ला,1,2,ट,1
ला,1,3,टू,1
टू,2,3,श,1
ला,1,2,ठ,1
ला,1,3,ठि,2
ठि,2,3,यां,1
ला,1,2,ठी,1
ला,1,4,ठी,2
ठी,2,4,धा,2
ला,1,3,ड,4
